,movieId,genre
159,188,10
159,188,12
160,189,4
160,189,8
161,190,15
162,191,7
162,191,13
163,193,7
164,194,4
164,194,7
165,195,4
165,195,7
165,195,13
166,196,10
166,196,14
167,198,0
167,198,5
167,198,7
167,198,12
167,198,14
167,198,15
168,199,7
168,199,11
168,199,13
169,201,7
169,201,8
170,202,7
170,202,13
171,203,4
172,204,0
173,205,4
173,205,7
174,206,6
175,207,7
175,207,13
176,208,0
176,208,1
176,208,14
177,209,7
178,210,17
179,211,7
180,212,1
180,212,4
180,212,5
180,212,12
181,213,7
182,214,7
182,214,16
183,215,7
183,215,13
184,216,4
185,217,7
185,217,15
186,218,4
186,218,7
187,219,7
188,220,10
189,222,7
189,222,13
190,223,4
191,224,4
191,224,7
191,224,13
192,225,7
192,225,15
193,227,0
193,227,15
194,228,4
195,229,7
195,229,15
196,230,7
196,230,15
197,231,1
197,231,4
198,232,4
198,232,7
198,232,13
199,233,7
200,234,4
201,235,4
201,235,7
202,236,0
202,236,4
202,236,13
203,237,4
203,237,13
204,238,1
204,238,3
205,239,2
205,239,3
205,239,4
205,239,13
206,240,15
207,241,3
207,241,7
208,242,7
208,242,11
209,243,3
209,243,4
209,243,8
210,246,6
211,247,5
211,247,7
212,248,4
213,249,7
213,249,13
214,250,3
214,250,4
215,251,0
216,252,4
216,252,13
217,253,7
217,253,10
218,254,7
219,255,4
220,256,4
220,256,14
221,257,12
221,257,15
222,258,1
222,258,3
222,258,4
222,258,8
222,258,13
223,259,5
223,259,7
223,259,15
224,260,0
224,260,1
224,260,14
225,261,7
226,262,3
226,262,7
227,263,7
228,265,7
228,265,8
228,265,13
229,266,7
229,266,13
229,266,16
229,266,17
230,267,4
231,269,7
232,270,7
232,270,13
233,271,7
234,272,4
234,272,7
235,273,7
235,273,10
235,273,14
236,274,4
237,275,4
238,276,4
238,276,13
239,277,7
240,278,4
241,279,7
242,280,7
242,280,15
243,281,4
243,281,7
243,281,13
244,282,7
245,283,5
245,283,7
246,284,0
246,284,5
247,285,7
247,285,10
248,287,4
248,287,13
249,288,0
249,288,5
249,288,15
250,289,4
250,289,13
251,290,5
251,290,7
252,291,7
252,291,15
253,292,0
253,292,7
253,292,14
253,292,15
254,293,0
254,293,5
254,293,7
254,293,15
255,294,4
255,294,13
256,295,4
256,295,13
257,296,4
257,296,5
257,296,7
257,296,15
258,298,7
259,299,7
260,300,7
261,301,7
261,301,13
262,302,7
262,302,13
263,303,0
263,303,15
263,303,17
264,304,4
264,304,7
265,305,4
266,306,7
267,307,7
268,308,4
268,308,7
269,310,4
270,311,10
270,311,15
271,312,4
272,313,2
272,313,3
273,314,3
273,314,7
273,314,8
273,314,12
274,315,0
274,315,7
274,315,15
275,316,0
275,316,1
275,316,14
276,317,4
276,317,7
276,317,8
277,318,5
277,318,7
278,319,4
278,319,7
278,319,15
279,320,9
279,320,15
280,321,7
281,322,4
281,322,7
282,324,4
282,324,7
283,325,4
284,326,7
285,327,0
285,327,4
285,327,14
286,328,10
286,328,15
287,329,1
287,329,7
287,329,14
288,330,0
288,330,5
288,330,10
289,331,7
290,332,10
290,332,14
291,333,4
292,334,7
293,335,12
293,335,15
294,336,7
294,336,16
295,337,7
296,338,0
296,338,14
296,338,15
297,339,4
297,339,13
298,340,1
298,340,7
298,340,16
299,341,7
300,342,4
301,343,3
302,344,4
303,345,4
303,345,7
304,346,7
304,346,11
305,347,7
305,347,9
305,347,13
306,348,4
307,349,0
307,349,5
307,349,7
307,349,15
308,350,7
308,350,12
308,350,15
309,351,4
309,351,7
309,351,13
310,352,4
310,352,7
311,353,0
311,353,5
311,353,8
311,353,15
312,354,7
313,355,3
313,355,4
313,355,8
314,356,4
314,356,7
314,356,13
314,356,16
315,357,4
315,357,13
316,358,7
317,359,4
317,359,7
317,359,13
318,360,0
318,360,4
319,361,4
319,361,7
319,361,13
320,362,1
320,362,3
320,362,13
321,363,6
322,364,1
322,364,2
322,364,3
322,364,7
322,364,11
323,365,7
324,366,7
324,366,10
324,366,12
324,366,15
325,367,0
325,367,4
325,367,5
325,367,8
326,368,1
326,368,4
326,368,17
327,369,7
328,370,0
328,370,4
329,371,4
329,371,7
330,372,4
330,372,7
330,372,13
331,373,15
332,374,3
332,374,4
333,376,0
333,376,15
334,377,0
334,377,13
334,377,15
335,378,4
335,378,13
336,379,0
336,379,14
336,379,15
337,380,0
337,380,1
337,380,4
337,380,13
337,380,15
338,381,7
338,381,13
339,382,7
339,382,10
339,382,13
339,382,15
340,383,17
341,384,0
341,384,5
341,384,7
342,385,7
343,386,7
344,387,0
344,387,4
345,388,7
346,389,7
346,389,13
346,389,16
347,390,0
347,390,5
347,390,7
348,391,5
348,391,7
349,393,0
349,393,1
349,393,8
350,405,0
350,405,8
351,406,7
352,407,10
352,407,15
353,408,7
354,409,5
354,409,7
355,410,3
355,410,4
355,410,8
356,412,7
357,413,4
358,414,4
359,415,4
359,415,15
360,416,17
361,417,4
361,417,13
362,418,7
363,419,4
364,420,0
364,420,4
364,420,5
364,420,15
365,421,1
365,421,3
365,421,7
366,422,15
367,423,0
367,423,15
368,424,7
369,425,7
369,425,13
370,426,10
370,426,14
370,426,15
371,427,7
371,427,12
371,427,13
371,427,15
372,428,7
373,429,4
374,430,4
374,430,7
375,431,5
375,431,7
376,432,1
376,432,4
376,432,17
377,433,4
378,434,0
378,434,1
378,434,15
379,435,4
379,435,14
380,436,7
380,436,15
381,437,4
382,438,0
382,438,4
382,438,7
383,440,4
383,440,13
384,441,4
385,442,0
385,442,1
385,442,14
386,444,4
386,444,13
387,445,4
388,446,7
388,446,13
389,448,7
390,449,4
391,450,4
391,450,7
392,451,7
392,451,12
392,451,13
393,452,7
394,453,4
394,453,13
395,454,7
395,454,15
396,455,1
396,455,3
396,455,7
397,456,5
397,456,7
397,456,15
398,457,15
399,458,7
399,458,17
400,459,0
400,459,1
400,459,5
400,459,7
400,459,13
400,459,15
401,460,4
402,461,7
402,461,13
403,464,0
403,464,1
403,464,5
403,464,15
404,466,0
404,466,4
404,466,16
405,467,4
406,468,4
406,468,13
407,469,7
407,469,13
408,470,4
409,471,4
410,472,4
410,472,7
411,473,4
411,473,16
412,474,0
412,474,15
413,475,7
414,476,4
414,476,7
415,477,7
415,477,11
416,478,4
416,478,5
416,478,7
417,479,0
417,479,5
417,479,15
418,480,0
418,480,1
418,480,14
418,480,15
419,481,7
419,481,15
420,482,5
420,482,7
420,482,15
421,484,1
421,484,3
422,485,0
422,485,1
422,485,4
422,485,8
423,486,4
424,487,4
424,487,17
425,488,7
425,488,13
426,489,4
427,490,15
428,491,7
429,492,4
429,492,12
430,493,0
430,493,5
430,493,7
431,494,0
431,494,1
431,494,15
432,495,7
433,496,4
433,496,7
433,496,13
433,496,15
434,497,4
434,497,13
435,499,4
435,499,13
436,500,4
436,500,7
437,501,7
438,502,0
438,502,3
438,502,13
439,504,0
439,504,7
439,504,14
440,505,4
441,506,7
441,506,8
441,506,13
442,507,5
442,507,7
442,507,15
443,508,7
444,509,7
444,509,13
445,510,7
446,511,0
446,511,7
447,512,10
447,512,14
448,513,4
448,513,12
448,513,13
449,514,4
450,515,7
450,515,13
451,516,4
451,516,7
452,517,0
452,517,7
452,517,12
453,518,4
454,519,0
454,519,5
454,519,7
454,519,14
454,519,15
455,520,4
456,521,5
456,521,15
457,522,0
457,522,7
458,523,7
459,524,7
460,526,7
461,527,7
461,527,16
462,528,4
462,528,7
463,529,7
464,531,3
464,531,7
465,532,4
465,532,5
465,532,10
466,533,0
466,533,1
466,533,8
466,533,12
467,534,7
467,534,13
468,535,7
469,536,7
470,537,7
471,538,7
472,539,4
472,539,7
472,539,13
473,540,15
474,541,0
474,541,14
474,541,15
475,542,4
475,542,7
475,542,13
476,543,4
476,543,13
476,543,15
477,544,0
477,544,5
478,546,0
478,546,1
478,546,3
478,546,4
478,546,8
478,546,14
479,547,0
479,547,1
479,547,15
480,548,0
480,548,12
480,548,15
481,549,7
481,549,11
482,550,4
482,550,13
483,551,2
483,551,3
483,551,8
483,551,11
484,552,0
484,552,1
484,552,4
484,552,13
485,553,0
485,553,7
485,553,17
486,555,5
486,555,15
487,556,6
488,558,0
488,558,1
488,558,2
488,558,3
488,558,8
489,562,4
489,562,7
490,563,7
490,563,13
491,564,4
492,567,4
492,567,7
493,568,4
493,568,7
494,569,4
494,569,7
495,573,7
496,574,4
496,574,7
497,575,3
497,575,4
498,577,1
498,577,3
498,577,7
499,579,5
499,579,15
500,580,7
501,581,6
502,583,4
502,583,7
503,585,4
504,586,3
504,586,4
505,587,4
505,587,7
505,587,8
505,587,13
505,587,15
506,588,1
506,588,2
506,588,3
506,588,4
506,588,11
507,589,0
507,589,14
508,590,1
508,590,7
508,590,17
509,592,0
509,592,5
509,592,15
510,593,5
510,593,10
510,593,15
511,594,2
511,594,3
511,594,7
511,594,8
511,594,11
512,595,2
512,595,3
512,595,8
512,595,11
512,595,13
513,596,2
513,596,3
513,596,8
513,596,11
514,597,4
514,597,13
515,599,1
515,599,17
516,600,0
516,600,4
516,600,5
517,602,6
518,605,7
518,605,13
519,606,8
519,606,10
520,608,4
520,608,5
520,608,7
520,608,15
521,609,1
521,609,3
522,610,0
522,610,1
522,610,2
522,610,10
522,610,14
523,611,0
523,611,10
523,611,14
524,612,4
525,613,7
525,613,13
526,615,4
526,615,7
527,616,2
527,616,3
528,617,4
528,617,7
529,618,4
529,618,13
530,619,4
531,626,4
532,627,7
532,627,15
533,628,5
533,628,7
533,628,12
533,628,15
534,631,1
534,631,2
534,631,3
534,631,8
534,631,11
534,631,13
535,632,7
535,632,16
536,633,4
537,634,4
538,635,4
538,635,7
539,636,7
540,637,4
541,638,13
542,639,4
542,639,7
543,640,7
543,640,15
544,645,7
545,647,0
545,647,5
545,647,7
545,647,16
546,648,0
546,648,1
546,648,12
546,648,15
547,649,4
547,649,7
548,650,7
549,653,0
549,653,1
549,653,8
550,656,4
551,661,1
551,661,2
551,661,3
551,661,8
551,661,11
552,662,15
553,663,4
554,665,4
554,665,7
554,665,16
555,667,0
556,668,7
557,670,7
558,671,4
558,671,14
559,673,1
559,673,2
559,673,3
559,673,4
559,673,8
559,673,14
560,674,1
560,674,4
560,674,14
561,678,7
561,678,15
562,679,7
563,680,7
563,680,12
563,680,13
563,680,14
563,680,15
564,685,7
565,688,0
565,688,1
565,688,4
565,688,16
566,691,4
566,691,13
567,692,0
567,692,14
567,692,15
568,694,0
568,694,5
568,694,7
569,695,12
569,695,15
570,697,7
570,697,13
571,698,7
572,700,4
573,703,7
574,704,0
574,704,1
575,706,7
576,707,5
576,707,7
576,707,15
577,708,4
577,708,13
578,709,1
578,709,2
578,709,3
578,709,4
578,709,11
579,710,4
580,711,1
580,711,3
581,714,7
581,714,12
581,714,17
582,715,7
582,715,13
583,718,4
583,718,8
583,718,14
584,719,4
585,720,1
585,720,2
585,720,4
586,722,6
587,724,7
587,724,8
587,724,10
587,724,15
588,725,4
589,726,7
590,728,4
591,731,5
591,731,15
592,733,0
592,733,1
592,733,15
593,735,10
594,736,0
594,736,1
594,736,13
594,736,15
595,737,0
595,737,14
596,741,2
596,741,14
597,742,10
597,742,15
598,743,4
599,745,2
599,745,3
599,745,4
600,747,4
601,748,0
601,748,14
601,748,15
602,750,4
602,750,16
603,757,7
604,759,6
605,760,7
605,760,16
606,761,0
606,761,1
607,762,4
607,762,5
608,764,7
608,764,13
609,765,4
609,765,7
610,766,7
611,773,7
612,775,10
612,775,12
613,778,4
613,778,5
613,778,7
614,779,7
614,779,13
615,780,0
615,780,1
615,780,14
615,780,15
616,781,7
617,782,7
617,782,15
618,783,2
618,783,3
618,783,7
618,783,11
618,783,13
619,784,4
619,784,15
620,785,4
621,786,0
621,786,7
621,786,15
622,788,4
622,788,8
622,788,13
622,788,14
623,790,7
624,791,6
625,795,7
626,798,0
626,798,1
626,798,7
626,798,15
627,799,4
627,799,10
627,799,15
628,800,7
628,800,12
628,800,17
629,801,3
629,801,4
630,802,7
630,802,13
631,803,4
631,803,7
631,803,13
632,804,4
632,804,13
633,805,7
633,805,15
634,806,5
634,806,7
635,808,1
635,808,3
636,809,0
636,809,1
637,810,3
637,810,4
637,810,8
638,813,4
639,818,4
640,823,7
641,824,7
641,824,12
642,828,1
642,828,3
643,829,4
643,829,8
643,829,11
644,830,4
645,832,5
645,832,15
646,833,4
647,835,7
648,836,0
648,836,1
648,836,15
649,837,3
649,837,4
649,837,8
650,838,4
650,838,7
650,838,13
651,839,0
651,839,15
652,840,3
652,840,4
653,841,10
654,842,4
654,842,10
655,848,7
656,849,0
656,849,1
656,849,14
656,849,15
657,851,7
658,852,4
658,852,7
658,852,13
659,858,5
659,858,7
660,861,0
660,861,4
660,861,5
660,861,15
661,866,5
661,866,7
661,866,13
661,866,15
662,867,4
662,867,5
663,869,5
663,869,7
663,869,11
663,869,15
664,870,4
665,875,0
665,875,5
665,875,7
666,876,0
666,876,4
666,876,5
666,876,15
667,879,10
667,879,15
668,880,14
668,880,15
669,881,3
669,881,4
670,882,7
670,882,15
671,885,3
671,885,7
671,885,8
672,886,0
672,886,4
672,886,5
673,888,1
673,888,2
673,888,3
673,888,11
674,889,7
674,889,13
675,891,10
675,891,15
676,892,4
676,892,7
676,892,13
677,893,7
678,896,7
679,897,1
679,897,7
679,897,13
679,897,16
680,898,4
680,898,7
680,898,13
681,899,4
681,899,11
681,899,13
682,900,11
682,900,13
683,901,4
683,901,11
684,902,7
684,902,13
685,903,7
685,903,12
685,903,13
685,903,15
686,904,12
686,904,15
687,905,4
687,905,13
688,906,7
688,906,15
689,907,4
689,907,11
689,907,13
690,908,0
690,908,1
690,908,12
690,908,13
690,908,15
691,909,4
691,909,7
691,909,13
692,910,4
692,910,5
693,911,4
693,911,5
693,911,12
693,911,13
693,911,15
694,912,7
694,912,13
695,913,9
695,913,12
696,914,4
696,914,7
696,914,11
696,914,13
697,915,4
697,915,13
698,916,4
698,916,7
698,916,13
699,917,3
699,917,7
700,918,11
701,919,1
701,919,3
701,919,8
701,919,11
702,920,7
702,920,13
702,920,16
703,921,4
704,922,7
704,922,9
704,922,13
705,923,7
705,923,12
706,924,1
706,924,7
706,924,14
707,926,7
708,927,4
709,928,7
709,928,12
709,928,13
709,928,15
710,929,7
710,929,9
710,929,12
710,929,15
711,930,9
711,930,13
711,930,15
712,931,12
712,931,13
712,931,15
713,932,7
713,932,13
714,933,5
714,933,12
714,933,13
714,933,15
715,934,4
716,935,4
716,935,11
717,936,4
717,936,13
718,937,4
718,937,13
719,938,11
720,940,0
720,940,1
720,940,13
721,941,1
722,942,5
722,942,9
722,942,12
723,943,7
723,943,8
723,943,13
724,944,7
725,945,4
725,945,11
725,945,13
726,946,4
726,946,7
726,946,16
727,947,4
727,947,13
728,948,7
728,948,13
728,948,17
729,949,7
730,950,4
730,950,5
731,951,4
731,951,13
732,952,1
732,952,4
733,953,3
733,953,7
733,953,8
733,953,13
734,954,7
735,955,4
735,955,13
736,956,7
736,956,13
737,959,7
738,961,7
739,963,11
740,965,7
740,965,12
740,965,15
741,968,10
741,968,14
741,968,15
742,969,1
742,969,4
742,969,13
742,969,16
743,970,1
743,970,4
743,970,5
743,970,7
743,970,13
744,971,7
745,973,4
745,973,7
746,976,13
746,976,16
747,979,7
747,979,16
748,981,7
749,982,7
750,984,4
750,984,7
751,986,1
751,986,3
752,987,7
752,987,13
753,988,4
753,988,7
754,990,0
754,990,1
754,990,15
755,991,7
756,993,7
757,994,4
757,994,7
758,996,0
758,996,5
758,996,7
758,996,15
759,998,0
759,998,5
760,999,5
760,999,9
761,1003,7
761,1003,15
762,1004,0
762,1004,15
763,1005,3
763,1005,4
764,1006,7
765,1007,3
765,1007,4
765,1007,17
766,1008,1
766,1008,17
767,1009,1
767,1009,3
767,1009,8
768,1010,3
768,1010,4
769,1011,3
769,1011,4
769,1011,8
769,1011,13
770,1012,3
770,1012,7
771,1013,3
771,1013,4
771,1013,13
772,1014,3
772,1014,4
772,1014,7
773,1015,1
773,1015,3
773,1015,7
774,1016,3
774,1016,4
775,1017,1
775,1017,3
776,1018,3
776,1018,4
776,1018,12
777,1019,1
777,1019,7
777,1019,14
778,1020,4
779,1021,3
779,1021,4
780,1022,2
780,1022,3
780,1022,8
780,1022,11
780,1022,13
781,1023,2
781,1023,3
781,1023,11
782,1024,2
782,1024,3
782,1024,11
783,1025,2
783,1025,3
783,1025,8
783,1025,11
784,1027,1
784,1027,7
785,1028,3
785,1028,4
785,1028,8
785,1028,11
786,1029,2
786,1029,3
786,1029,7
786,1029,11
787,1030,1
787,1030,2
787,1030,3
787,1030,11
788,1031,1
788,1031,3
788,1031,11
789,1032,1
789,1032,2
789,1032,3
789,1032,8
789,1032,11
790,1033,2
790,1033,3
790,1033,7
791,1034,4
791,1034,5
791,1034,7
791,1034,15
792,1035,11
792,1035,13
793,1036,0
793,1036,5
793,1036,15
794,1037,0
794,1037,10
794,1037,14
794,1037,15
795,1040,7
796,1041,7
797,1042,4
797,1042,7
798,1043,7
798,1043,13
799,1046,7
799,1046,13
800,1047,0
800,1047,7
800,1047,15
801,1049,0
801,1049,1
802,1050,6
802,1050,7
803,1051,7
804,1053,5
804,1053,7
804,1053,13
805,1054,7
806,1055,15
807,1056,7
808,1057,4
808,1057,11
808,1057,13
809,1059,7
809,1059,13
810,1060,4
810,1060,7
811,1061,15
812,1064,2
812,1064,3
812,1064,4
812,1064,8
812,1064,11
812,1064,13
813,1066,4
813,1066,11
813,1066,13
814,1068,5
814,1068,9
815,1073,3
815,1073,4
815,1073,8
815,1073,11
816,1076,7
816,1076,10
816,1076,15
817,1077,4
817,1077,14
818,1078,4
818,1078,16
819,1079,4
819,1079,5
820,1080,4
821,1081,4
821,1081,11
821,1081,13
822,1082,7
823,1083,4
823,1083,11
824,1084,5
824,1084,7
825,1085,1
825,1085,7
826,1086,5
826,1086,12
826,1086,15
827,1088,7
827,1088,11
827,1088,13
828,1089,5
828,1089,12
828,1089,15
829,1090,7
829,1090,16
830,1091,4
831,1092,5
831,1092,12
831,1092,15
832,1093,7
833,1094,7
833,1094,13
833,1094,15
834,1095,7
835,1096,7
836,1097,3
836,1097,7
836,1097,14
837,1099,3
837,1099,7
837,1099,8
838,1100,0
838,1100,7
838,1100,13
839,1101,0
839,1101,13
840,1103,7
841,1104,7
842,1105,10
843,1107,4
844,1111,6
845,1112,0
845,1112,4
845,1112,7
846,1114,5
846,1114,7
847,1116,7
848,1117,7
849,1119,7
850,1120,4
850,1120,7
851,1121,7
852,1123,6
853,1124,7
854,1125,4
854,1125,5
855,1126,4
855,1126,8
856,1127,0
856,1127,1
856,1127,14
856,1127,15
857,1128,10
858,1129,0
858,1129,1
858,1129,14
858,1129,15
859,1130,10
859,1130,12
860,1131,7
860,1131,12
861,1132,7
862,1135,4
863,1136,1
863,1136,4
863,1136,8
864,1137,13
865,1140,7
866,1144,6
867,1147,6
868,1148,2
868,1148,3
868,1148,4
868,1148,5
869,1150,7
870,1151,2
870,1151,4
870,1151,7
870,1151,8
871,1156,7
872,1161,7
872,1161,16
873,1162,4
873,1162,7
874,1163,7
875,1167,4
876,1170,0
877,1171,4
878,1172,7
879,1173,4
879,1173,7
880,1175,4
880,1175,7
880,1175,13
881,1176,7
881,1176,8
881,1176,13
882,1177,7
882,1177,13
883,1178,7
883,1178,16
884,1179,5
884,1179,7
884,1179,9
885,1180,4
886,1183,7
886,1183,13
886,1183,16
887,1184,4
887,1184,7
888,1185,7
889,1186,7
890,1187,7
891,1188,4
891,1188,13
892,1189,6
893,1190,5
893,1190,7
893,1190,13
894,1191,6
894,1191,11
895,1192,6
896,1193,7
897,1194,4
898,1196,0
898,1196,1
898,1196,14
899,1197,0
899,1197,1
899,1197,4
899,1197,8
899,1197,13
900,1198,0
900,1198,1
901,1199,8
901,1199,14
902,1200,0
902,1200,1
902,1200,10
902,1200,14
903,1201,0
903,1201,1
903,1201,17
904,1202,4
905,1203,7
906,1204,1
906,1204,7
906,1204,16
907,1206,5
907,1206,7
907,1206,14
907,1206,15
908,1207,7
909,1208,0
909,1208,7
909,1208,16
910,1209,0
910,1209,7
910,1209,17
911,1210,0
911,1210,1
911,1210,14
912,1211,7
912,1211,8
912,1211,13
913,1212,9
913,1212,12
913,1212,15
914,1213,5
914,1213,7
915,1214,10
915,1214,14
916,1215,0
916,1215,1
916,1215,4
916,1215,8
916,1215,10
917,1216,1
917,1216,7
917,1216,13
918,1217,7
918,1217,16
919,1218,0
919,1218,5
919,1218,7
919,1218,15
920,1219,5
920,1219,10
921,1220,0
921,1220,4
921,1220,11
922,1221,5
922,1221,7
923,1222,7
923,1222,16
924,1223,1
924,1223,2
924,1223,3
924,1223,4
924,1223,14
925,1224,0
925,1224,7
925,1224,13
925,1224,16
926,1225,7
927,1226,7
927,1226,13
928,1227,5
928,1227,7
929,1228,7
930,1230,4
930,1230,13
931,1231,7
932,1232,7
932,1232,12
932,1232,14
933,1233,0
933,1233,7
933,1233,16
934,1234,4
934,1234,5
935,1235,4
935,1235,7
935,1235,13
936,1236,4
936,1236,7
936,1236,13
937,1237,7
938,1238,4
939,1240,0
939,1240,14
939,1240,15
940,1241,4
940,1241,8
940,1241,10
941,1242,7
941,1242,16
942,1243,4
942,1243,7
943,1244,4
943,1244,7
943,1244,13
944,1245,5
944,1245,7
944,1245,9
944,1245,15
945,1246,7
946,1247,4
946,1247,7
946,1247,13
947,1248,5
947,1248,9
947,1248,15
948,1249,0
948,1249,5
948,1249,13
948,1249,15
949,1250,1
949,1250,7
949,1250,16
950,1251,7
950,1251,8
951,1252,5
951,1252,9
951,1252,12
951,1252,15
952,1253,7
952,1253,14
952,1253,15
953,1254,0
953,1254,1
953,1254,7
953,1254,17
954,1255,4
954,1255,10
954,1255,14
955,1256,4
955,1256,11
955,1256,16
956,1257,4
956,1257,13
957,1258,10
958,1259,1
958,1259,7
959,1260,5
959,1260,9
959,1260,15
960,1261,0
960,1261,4
960,1261,8
960,1261,10
961,1262,0
961,1262,1
961,1262,7
961,1262,16
962,1263,7
962,1263,16
963,1264,0
963,1264,7
963,1264,12
963,1264,13
963,1264,15
964,1265,4
964,1265,8
964,1265,13
965,1266,7
965,1266,17
966,1267,5
966,1267,15
966,1267,16
967,1268,4
967,1268,7
968,1269,4
968,1269,12
968,1269,15
969,1270,1
969,1270,4
969,1270,14
970,1271,4
970,1271,5
970,1271,7
971,1272,7
971,1272,16
972,1273,4
972,1273,7
972,1273,9
973,1274,0
973,1274,1
973,1274,2
973,1274,14
974,1275,0
974,1275,1
974,1275,8
975,1276,7
976,1277,4
976,1277,7
976,1277,13
977,1278,4
977,1278,8
978,1279,4
978,1279,7
979,1280,7
980,1281,4
980,1281,7
980,1281,16
981,1282,2
981,1282,3
981,1282,8
981,1282,11
982,1283,7
982,1283,17
983,1284,5
983,1284,9
983,1284,12
984,1285,4
985,1286,7
985,1286,13
986,1287,0
986,1287,1
986,1287,7
987,1288,4
988,1289,6
989,1290,7
989,1290,13
990,1291,0
990,1291,1
991,1292,4
991,1292,7
992,1293,7
993,1295,7
994,1296,7
994,1296,13
995,1297,4
996,1298,7
996,1298,11
997,1299,7
997,1299,16
998,1300,4
998,1300,7
999,1301,7
999,1301,14
1000,1302,3
1000,1302,7
1000,1302,8
1001,1303,1
1001,1303,7
1002,1304,0
1002,1304,17
1003,1305,7
1003,1305,13
1004,1306,1
1004,1306,7
1004,1306,14
1005,1307,4
1005,1307,13
1006,1310,6
1007,1312,7
1008,1318,4
